"param_index","num.trees","min.node.size","replace","splitrule"
1757,1286,2,TRUE,"extratrees"
1758,199,1,TRUE,"extratrees"
1759,8500,1,TRUE,"gini"
1760,7810,2,FALSE,"gini"
1761,9733,1,FALSE,"extratrees"
1762,2604,3,TRUE,"gini"
1763,192,1,FALSE,"extratrees"
1764,105,4,FALSE,"gini"
1765,2377,1,TRUE,"extratrees"
1766,2320,4,TRUE,"extratrees"
1767,6896,3,FALSE,"gini"
1768,660,4,TRUE,"extratrees"
1769,704,3,FALSE,"extratrees"
1770,1195,4,FALSE,"extratrees"
1771,676,3,FALSE,"extratrees"
1772,158,3,TRUE,"gini"
1773,580,4,TRUE,"gini"
1774,250,1,FALSE,"gini"
1775,2839,3,TRUE,"gini"
1776,106,1,TRUE,"extratrees"
1777,6938,1,FALSE,"gini"
1778,6368,4,FALSE,"extratrees"
1779,3248,4,FALSE,"extratrees"
1780,8081,1,FALSE,"extratrees"
1781,1795,2,TRUE,"extratrees"
1782,2065,2,TRUE,"gini"
1783,583,3,FALSE,"gini"
1784,136,3,FALSE,"extratrees"
1785,2426,2,FALSE,"gini"
1786,181,1,FALSE,"extratrees"
1787,385,3,TRUE,"extratrees"
1788,1851,2,FALSE,"gini"
1789,606,4,TRUE,"extratrees"
1790,139,2,TRUE,"extratrees"
1791,5378,4,FALSE,"extratrees"
1792,593,4,FALSE,"extratrees"
1793,2211,4,TRUE,"gini"
1794,111,4,FALSE,"gini"
1795,1561,3,FALSE,"gini"
1796,359,2,FALSE,"gini"
1797,632,2,TRUE,"extratrees"
1798,197,3,TRUE,"extratrees"
1799,4483,3,TRUE,"gini"
1800,192,4,TRUE,"extratrees"
1801,6632,3,FALSE,"extratrees"
1802,6359,3,TRUE,"extratrees"
1803,244,3,FALSE,"gini"
1804,1168,4,TRUE,"extratrees"
1805,1114,3,FALSE,"extratrees"
1806,210,2,TRUE,"extratrees"
1807,1101,2,TRUE,"extratrees"
1808,283,2,FALSE,"gini"
1809,368,3,FALSE,"gini"
1810,1024,3,FALSE,"gini"
1811,209,2,FALSE,"extratrees"
1812,6995,3,TRUE,"gini"
1813,1002,1,FALSE,"gini"
1814,1713,2,TRUE,"gini"
1815,3098,2,FALSE,"extratrees"
1816,1724,2,FALSE,"gini"
1817,7309,3,TRUE,"gini"
1818,145,1,FALSE,"extratrees"
1819,114,1,FALSE,"gini"
1820,1219,1,FALSE,"extratrees"
1821,305,2,FALSE,"gini"
1822,1962,4,TRUE,"extratrees"
1823,573,2,TRUE,"gini"
1824,125,3,FALSE,"gini"
1825,125,3,FALSE,"gini"
1826,8498,1,FALSE,"extratrees"
1827,285,4,TRUE,"gini"
1828,106,1,TRUE,"extratrees"
1829,275,4,FALSE,"gini"
1830,130,3,FALSE,"extratrees"
1831,297,2,TRUE,"gini"
1832,643,1,TRUE,"extratrees"
1833,107,4,FALSE,"extratrees"
1834,532,3,TRUE,"extratrees"
1835,1486,3,TRUE,"extratrees"
1836,1639,3,FALSE,"gini"
1837,339,3,TRUE,"gini"
1838,2256,3,TRUE,"extratrees"
1839,7502,1,FALSE,"extratrees"
1840,102,3,TRUE,"gini"
1841,3778,3,TRUE,"extratrees"
1842,4142,3,TRUE,"extratrees"
1843,141,2,FALSE,"extratrees"
1844,1371,2,FALSE,"extratrees"
1845,1206,1,TRUE,"gini"
1846,189,2,FALSE,"extratrees"
1847,359,2,FALSE,"extratrees"
1848,508,2,TRUE,"extratrees"
1849,4256,1,TRUE,"gini"
1850,221,4,FALSE,"extratrees"
1851,1110,4,TRUE,"gini"
1852,3408,4,FALSE,"extratrees"
1853,380,1,TRUE,"gini"
1854,752,4,TRUE,"extratrees"
1855,2198,3,FALSE,"extratrees"
1856,119,4,TRUE,"extratrees"
1857,1331,3,FALSE,"gini"
1858,7385,2,FALSE,"gini"
1859,745,3,TRUE,"extratrees"
1860,7517,1,TRUE,"gini"
1861,9126,3,TRUE,"extratrees"
1862,2273,2,TRUE,"extratrees"
1863,397,4,FALSE,"extratrees"
1864,262,3,FALSE,"gini"
1865,437,3,TRUE,"extratrees"
1866,5154,1,FALSE,"extratrees"
1867,133,1,FALSE,"gini"
1868,232,3,FALSE,"gini"
1869,934,1,TRUE,"extratrees"
1870,478,2,FALSE,"gini"
1871,4267,3,FALSE,"extratrees"
1872,5550,3,TRUE,"gini"
1873,110,4,FALSE,"gini"
1874,4496,4,FALSE,"extratrees"
1875,638,2,FALSE,"extratrees"
1876,2224,1,TRUE,"gini"
1877,174,3,TRUE,"gini"
1878,903,2,FALSE,"gini"
1879,7149,3,TRUE,"gini"
1880,1421,3,FALSE,"extratrees"
1881,6746,4,TRUE,"gini"
1882,3265,2,TRUE,"extratrees"
1883,1841,2,FALSE,"gini"
1884,3910,2,TRUE,"extratrees"
1885,7090,4,TRUE,"gini"
1886,214,2,TRUE,"extratrees"
1887,244,4,FALSE,"extratrees"
1888,158,4,FALSE,"gini"
1889,4588,4,FALSE,"gini"
1890,4122,3,FALSE,"gini"
1891,364,3,TRUE,"gini"
1892,796,1,FALSE,"extratrees"
1893,1798,4,FALSE,"extratrees"
1894,555,2,FALSE,"gini"
1895,585,3,TRUE,"extratrees"
1896,6800,1,TRUE,"extratrees"
1897,607,4,TRUE,"gini"
1898,139,4,TRUE,"extratrees"
1899,2619,2,FALSE,"gini"
1900,2450,2,FALSE,"extratrees"
1901,156,1,TRUE,"extratrees"
1902,119,1,TRUE,"extratrees"
1903,637,1,TRUE,"gini"
1904,106,4,FALSE,"gini"
1905,1376,3,FALSE,"gini"
1906,7825,1,TRUE,"gini"
1907,489,2,TRUE,"extratrees"
1908,310,4,FALSE,"extratrees"
1909,1220,1,FALSE,"extratrees"
1910,173,1,FALSE,"extratrees"
1911,565,2,TRUE,"extratrees"
1912,454,4,TRUE,"extratrees"
1913,7907,1,TRUE,"gini"
1914,6679,2,TRUE,"gini"
1915,3374,3,TRUE,"extratrees"
1916,3307,1,FALSE,"gini"
1917,10016,3,FALSE,"extratrees"
1918,1458,1,FALSE,"extratrees"
1919,268,2,FALSE,"gini"
1920,186,3,TRUE,"gini"
1921,3872,4,FALSE,"extratrees"
1922,9278,3,TRUE,"gini"
1923,9285,1,TRUE,"gini"
1924,179,3,TRUE,"extratrees"
1925,1736,3,FALSE,"extratrees"
1926,5246,2,FALSE,"gini"
1927,191,3,FALSE,"gini"
1928,544,4,TRUE,"gini"
1929,207,1,FALSE,"gini"
1930,791,4,TRUE,"extratrees"
1931,943,1,FALSE,"extratrees"
1932,8017,3,FALSE,"gini"
1933,6502,1,TRUE,"extratrees"
1934,7655,1,FALSE,"extratrees"
1935,3550,1,TRUE,"gini"
1936,154,2,TRUE,"extratrees"
1937,108,4,TRUE,"gini"
1938,467,4,FALSE,"extratrees"
1939,306,1,FALSE,"extratrees"
1940,3868,3,TRUE,"gini"
1941,990,2,TRUE,"extratrees"
1942,1073,3,TRUE,"extratrees"
1943,140,2,FALSE,"gini"
1944,493,2,TRUE,"gini"
1945,3280,3,FALSE,"extratrees"
1946,593,4,FALSE,"gini"
1947,104,1,TRUE,"extratrees"
1948,2755,3,FALSE,"gini"
1949,1309,2,FALSE,"gini"
1950,139,1,FALSE,"extratrees"
1951,499,3,TRUE,"extratrees"
1952,674,1,FALSE,"extratrees"
1953,422,3,TRUE,"gini"
1954,3008,3,FALSE,"extratrees"
1955,602,1,TRUE,"extratrees"
1956,1745,1,FALSE,"gini"
1957,1779,4,TRUE,"gini"
1958,4057,2,FALSE,"extratrees"
1959,2047,1,FALSE,"gini"
1960,2302,3,TRUE,"gini"
1961,667,3,TRUE,"extratrees"
1962,2136,1,TRUE,"gini"
1963,114,3,TRUE,"gini"
1964,4317,1,FALSE,"extratrees"
1965,142,3,TRUE,"gini"
1966,6389,3,TRUE,"gini"
1967,139,2,TRUE,"gini"
1968,242,4,TRUE,"extratrees"
1969,3607,3,TRUE,"gini"
1970,256,3,FALSE,"extratrees"
1971,646,4,FALSE,"extratrees"
1972,785,1,FALSE,"gini"
1973,1643,1,TRUE,"gini"
1974,1432,1,FALSE,"gini"
1975,132,1,TRUE,"gini"
1976,233,2,FALSE,"gini"
1977,393,4,FALSE,"gini"
1978,568,1,TRUE,"extratrees"
1979,2688,1,TRUE,"gini"
1980,179,3,TRUE,"extratrees"
1981,726,4,TRUE,"gini"
1982,116,3,FALSE,"gini"
1983,815,4,TRUE,"extratrees"
1984,3908,3,FALSE,"gini"
1985,882,1,FALSE,"extratrees"
1986,299,1,TRUE,"extratrees"
1987,5992,3,TRUE,"gini"
1988,179,4,FALSE,"extratrees"
1989,348,1,TRUE,"extratrees"
1990,5867,4,FALSE,"gini"
1991,3194,1,FALSE,"extratrees"
1992,158,1,TRUE,"gini"
1993,4310,1,TRUE,"gini"
1994,5251,1,TRUE,"extratrees"
1995,172,4,TRUE,"extratrees"
1996,189,3,TRUE,"extratrees"
1997,1257,2,TRUE,"gini"
1998,132,3,TRUE,"extratrees"
1999,986,3,FALSE,"extratrees"
2000,104,2,FALSE,"gini"
