"param_index","n.trees","interaction.depth","n.minobsinnode","shrinkage","bag.fraction"
1528,166,1,17,0.0311622066953883,0.698462749831378
1529,4085,5,21,0.00319308544802428,0.984667396172881
1530,351,3,6,0.00970306302117498,0.512936139851809
1531,2823,1,16,0.00310247644153371,0.812091199494898
1532,2123,2,19,0.0802441772843888,0.400992676243186
1533,4497,2,22,0.0031102263794547,0.25844149235636
1534,322,1,16,0.00254090620577618,0.672863430716097
1535,279,2,20,0.0229350646788764,0.52901057228446
1536,753,3,3,0.00225600002085091,0.616856884583831
1537,672,3,7,0.034454150204446,0.258964695967734
1538,3976,4,22,0.00178362002117765,0.640311532840133
1539,2284,2,20,0.00231052507517352,0.831015097722411
1540,347,4,8,0.0672550277479795,0.446085591241717
1541,253,2,9,0.00982359807082506,0.483353653177619
1542,2536,1,23,0.00349874837439757,0.657415477186441
1543,589,1,2,0.0190812527007411,0.730762685276568
1544,6305,1,3,0.00577289969707087,0.753764884732664
1545,1356,4,17,0.0428122003318175,0.953990080207586
1546,128,5,24,0.00605991960858265,0.668804465420544
1547,1908,3,13,0.00483364508413338,0.828760907053947
1548,723,4,23,0.00381368172502367,0.508809067867696
1549,170,4,16,0.00268532268695441,0.816825280711055
1550,4668,3,24,0.025721364439484,0.918771608173847
1551,916,1,4,0.00106407300360896,0.522582255117595
1552,218,1,7,0.00103235286685448,0.364904678426683
1553,7078,2,13,0.0555528000357035,0.581284924596548
1554,3718,4,8,0.0257306586697534,0.338402785174549
1555,777,1,9,0.0949693154944931,0.234871857240796
1556,7972,4,14,0.0526880097153091,0.864414562471211
1557,2846,2,19,0.0954327385848665,0.502377573214471
1558,3457,1,16,0.00743863599685759,0.215334464795887
1559,9731,1,4,0.00424472334012585,0.900536282919347
1560,3248,1,4,0.00502868132531929,0.797627187147737
1561,919,5,10,0.0235178466619375,0.748832328803837
1562,674,4,22,0.00122032144963423,0.26188146751374
1563,1294,3,5,0.0563446018402071,0.994346135854721
1564,3145,1,8,0.0136840121804815,0.200500290282071
1565,1137,5,17,0.00179779553244469,0.797118621878326
1566,3868,2,11,0.0045680157826912,0.927025282010436
1567,146,3,23,0.0641215281014371,0.684140146523714
1568,2116,4,8,0.00418096992994285,0.722205425985158
1569,1450,5,20,0.00649244945408589,0.287020701542497
1570,363,5,11,0.0539232884479369,0.926051920838654
1571,629,1,17,0.0590331205505924,0.535404894314706
1572,114,2,21,0.00222420342771069,0.414654007554054
1573,165,1,17,0.00294021592862792,0.327185247093439
1574,3679,3,18,0.00376011695143021,0.593710749968886
1575,2875,1,2,0.00798937016372636,0.423392149806023
1576,1729,1,21,0.00594805798048488,0.398486869782209
1577,1035,3,20,0.00548188369228945,0.784173787012696
1578,3631,5,22,0.0101366890308321,0.889290421456099
1579,904,4,19,0.00222250505498554,0.235194253921509
1580,204,1,7,0.00339764723238095,0.435420872829855
1581,8238,1,15,0.00329778342475696,0.767838781885803
1582,7863,4,17,0.0309502868290183,0.202089129760861
1583,273,4,20,0.0011575148869195,0.210660365968943
1584,733,3,24,0.00534910419896687,0.424335328675807
1585,2511,5,2,0.00104122359575504,0.657315625622868
1586,9760,5,24,0.00890497269282577,0.872543921880424
1587,316,4,25,0.00273302700037154,0.238942990265787
1588,5061,1,21,0.00219354100169442,0.739640330709517
1589,280,2,19,0.0757811836212536,0.446543045900762
1590,9423,5,4,0.00243356370924426,0.369743395783007
1591,964,3,10,0.00121621819212223,0.699980056099594
1592,2867,4,25,0.0224177988519246,0.249512311071157
1593,138,4,7,0.0133898014857502,0.815365428477526
1594,2919,5,19,0.00106005137725168,0.35357373803854
1595,361,5,23,0.0600311658356179,0.943177424930036
1596,159,2,15,0.0457274026888998,0.47220881190151
1597,2197,4,6,0.00329760846985127,0.486711186170578
1598,121,5,7,0.0110987781342792,0.298170131258667
1599,166,4,17,0.00190351005180763,0.901886581815779
1600,1271,5,25,0.00709187799662444,0.82981460634619
1601,1147,5,6,0.0151692954492146,0.927830309607089
1602,477,1,2,0.00848905146165176,0.623225126415491
1603,107,1,25,0.0411646409646136,0.309814441204071
1604,3622,1,2,0.00269024831376012,0.337972922623157
1605,1091,3,9,0.00764804792352424,0.295291505940259
1606,117,3,21,0.00311850814647896,0.821044861152768
1607,1361,4,19,0.0324207934324594,0.405883037112653
1608,3433,3,18,0.00763002311797812,0.605125465616584
1609,9451,5,11,0.0447822079346235,0.271548644267023
1610,1351,2,18,0.0053996106175778,0.725553072616458
1611,2568,5,17,0.0520227356495168,0.869310068152845
1612,171,2,24,0.00333180044249851,0.565339327789843
1613,1299,2,2,0.00454884095024936,0.502795243263245
1614,1548,2,10,0.00910153239932249,0.870264614000916
1615,1897,2,17,0.0644292120489709,0.2125159855932
1616,7141,2,22,0.00248738379991159,0.786781078204513
1617,1978,1,13,0.00642871708274138,0.79382511433214
1618,518,4,6,0.0324941698934988,0.744368196465075
1619,425,1,24,0.0020116238049292,0.903322079963982
1620,1864,1,16,0.020998752644309,0.800541578046978
1621,324,2,18,0.0431614386447523,0.658221071586013
1622,220,3,14,0.00396114185611117,0.742351243086159
1623,1123,5,12,0.0082489851010208,0.327684343233705
1624,472,1,25,0.0036448658065433,0.636017422378063
1625,1077,5,3,0.00103998106039514,0.816813404671848
1626,1683,5,7,0.00222164457547863,0.941503450460732
1627,4774,5,9,0.0103241557434611,0.665613202936947
1628,2217,5,10,0.0915232941976154,0.607256244495511
1629,134,4,6,0.00249315201096194,0.616120851412415
1630,900,3,12,0.0186216428803007,0.550551177933812
1631,3241,1,22,0.00126477566753815,0.462302215956152
1632,740,1,14,0.0381059796157468,0.827359318546951
1633,977,1,10,0.0018387318910923,0.697056809440255
1634,151,4,19,0.0167396414918301,0.588476556539536
1635,1142,1,24,0.0275723688379834,0.957136423327029
1636,580,4,23,0.0496109101889892,0.268815467692912
1637,468,5,17,0.00573084217863311,0.316306393407285
1638,112,3,13,0.00242273028043033,0.477333391457796
1639,4298,2,21,0.0173524047585962,0.290491707623005
1640,6188,1,19,0.0102195143558276,0.288166766241193
1641,1806,4,11,0.00434421041714225,0.919657359085977
1642,341,2,6,0.00106006567139705,0.429226830974221
1643,152,2,12,0.0156480797532496,0.86935005094856
1644,274,3,5,0.0142397681068328,0.815046533942223
1645,4430,4,21,0.0847257135067404,0.764187436364591
1646,864,5,5,0.0314418480045114,0.449790684320033
1647,4449,4,2,0.00502289965872593,0.894623641110957
1648,4699,1,17,0.0234577392547162,0.749793321825564
1649,1171,2,25,0.0217210601963076,0.664416042715311
1650,2727,2,23,0.00885657730827896,0.316691584512591
1651,2303,5,25,0.0144735289097435,0.36048345528543
1652,527,1,8,0.044603908735632,0.751043602824211
1653,4863,4,3,0.032480077131463,0.258069766499102
1654,3680,1,11,0.0292105818244134,0.777574251964688
1655,144,2,12,0.0347118633022857,0.898088980652392
1656,157,4,20,0.026850785446448,0.851234792359173
1657,2540,4,20,0.00702355887040435,0.67323474381119
1658,216,5,19,0.00257347293420256,0.866650778055191
1659,102,3,7,0.0650316966352223,0.419204911403358
1660,5131,3,18,0.00628550582943501,0.875483364053071
1661,134,2,23,0.00822532002155224,0.988429515063763
1662,159,5,9,0.0319150428982579,0.549958026409149
1663,490,5,17,0.069168744982827,0.523934886977077
1664,782,5,16,0.0354093803607702,0.381895030289888
1665,761,4,14,0.0100560895124216,0.586653218604624
1666,1171,2,10,0.0267941570953107,0.481118980236352
1667,8280,4,6,0.0443443460084988,0.846865910291672
1668,937,4,4,0.0117507421050274,0.67298202700913
1669,391,1,7,0.00925833964747548,0.969746250100434
1670,221,5,12,0.0101209146769472,0.827743378467858
1671,341,2,24,0.0302088913392324,0.891390221565962
1672,6157,5,12,0.0141957987186157,0.815420323237777
1673,151,5,21,0.0335842957736078,0.291223579458892
1674,994,1,19,0.0128948034194133,0.90477921590209
1675,906,3,17,0.0011943457053811,0.775409657880664
1676,489,1,17,0.00143162077530112,0.226907538250089
1677,1238,3,25,0.00131185882767734,0.322217358276248
1678,132,1,22,0.00146447522342708,0.486673168838024
1679,1245,3,20,0.00114832245064939,0.813634300418198
1680,6044,2,12,0.0302902707587064,0.390394970215857
1681,133,1,5,0.0247476690428782,0.346842595748603
1682,109,1,19,0.0241887134989394,0.906787740625441
1683,5385,5,4,0.00186839402943695,0.832181800343096
1684,8859,3,2,0.0878524113240397,0.34412696249783
1685,987,4,4,0.00481907061591578,0.314862684533
1686,170,3,12,0.00241914871737974,0.377119375020266
1687,791,3,10,0.00762521693555478,0.532934932783246
1688,112,5,6,0.00182655694899131,0.619692324846983
1689,443,2,13,0.0210214667972733,0.908469549193978
1690,116,5,23,0.0904912480631837,0.736737217009068
1691,311,5,15,0.0287061250983827,0.465475041419268
1692,1720,4,3,0.0144296516986082,0.289332808926702
1693,6366,1,13,0.00580138457025361,0.643857637420297
1694,8447,5,7,0.0862436421139353,0.331007974408567
1695,1292,4,22,0.00452329195655998,0.545114661194384
1696,407,3,23,0.00398452395001808,0.5006945181638
1697,642,1,7,0.0364284462876599,0.845158964768052
1698,3336,5,21,0.00652090062182498,0.67775614913553
1699,2767,4,17,0.00415515598015162,0.400212173350155
1700,104,2,7,0.0831782044915021,0.939922388643026
1701,400,3,11,0.0679897533209841,0.392413071542978
1702,1864,3,3,0.0049966166316381,0.388049850426614
1703,215,3,20,0.0201097510801608,0.202300753444433
1704,562,4,25,0.0142650043087884,0.218721006251872
1705,1542,5,24,0.0870943489485903,0.857769947685301
1706,184,5,12,0.0347443739829269,0.653970593586564
1707,1939,1,22,0.0133874212410901,0.88320906162262
1708,2539,4,21,0.00109781043828506,0.261551742628217
1709,8663,5,6,0.0677984595488686,0.258474063873291
1710,7867,4,16,0.00542486681882127,0.256532699614763
1711,6714,5,15,0.0341543858930915,0.590232469514012
1712,650,1,7,0.00324304369416023,0.730120540037751
1713,111,4,15,0.00144605193893333,0.62690635509789
1714,932,2,15,0.00642787733223705,0.416306206211448
1715,418,4,24,0.00412509521605858,0.987052714638412
1716,858,1,10,0.00779755513331354,0.473629160039127
1717,111,5,16,0.0502885861873641,0.434485184215009
1718,4169,2,19,0.0773088222620888,0.739112985506654
1719,362,2,11,0.00157513539382716,0.244295438565314
1720,975,3,8,0.0687690008261945,0.638211443647742
1721,529,1,19,0.0180027863220499,0.208943512476981
1722,6475,1,17,0.00529663637465492,0.492192571237683
1723,596,5,18,0.0619378168322273,0.323760603554547
1724,1903,3,5,0.0705137690267676,0.564444603770971
1725,3871,4,18,0.014231238042028,0.762800473161042
1726,1026,1,16,0.0193950806109354,0.396415530517697
1727,1027,2,22,0.0275876043622481,0.898218940198422
1728,8426,4,20,0.0365239313798362,0.342822425253689
1729,2088,5,10,0.00276876289590217,0.731606716662645
1730,925,1,2,0.0212923599266885,0.553763316385448
1731,156,3,15,0.00147197740288835,0.846185315214097
1732,2241,4,13,0.076731233495842,0.293393950909376
1733,5530,1,9,0.00235887109071776,0.455430073663592
1734,134,3,25,0.00139625116659203,0.555709233880043
1735,921,3,2,0.0104834487435715,0.230711312778294
1736,1402,3,8,0.00665955016189568,0.664418747834861
1737,9082,4,18,0.0327061667876608,0.253355269320309
1738,8501,1,4,0.0146789120727563,0.508800339512527
1739,5548,2,12,0.00195698962370187,0.338282767683268
1740,3799,3,22,0.00345171669172726,0.621440830826759
1741,6253,3,9,0.0356136609502681,0.831481296010316
1742,387,1,5,0.00681017432506764,0.89072387944907
1743,1699,1,19,0.0434863400817645,0.839041807875037
1744,471,1,11,0.0161356097089643,0.858656908757985
1745,156,5,8,0.00409219730644096,0.758816999197006
1746,607,3,16,0.0860900007668776,0.956217469088733
1747,3705,2,19,0.00256312384412172,0.266792444884777
1748,317,5,3,0.00794717120661477,0.82576420865953
1749,5620,1,11,0.034427939251106,0.457278018258512
1750,2992,1,22,0.0108651495202361,0.785058241523802
1751,762,2,4,0.0039876040449476,0.49506077375263
1752,5707,1,12,0.0054995693282779,0.342102918028832
1753,107,5,18,0.00100053971803389,0.428002286702394
1754,1750,2,24,0.024307664285413,0.668203924223781
1755,199,3,19,0.00133126631850178,0.749029358290136
1756,5730,2,20,0.0251271543289824,0.456961046718061
1757,223,3,2,0.020807829284677,0.51749858520925
1758,4778,2,15,0.0173788947902268,0.285858581960201
1759,2673,4,8,0.00391273119764087,0.595679652132094
1760,382,5,8,0.0230028368536625,0.643745820038021
1761,172,4,15,0.0266575382468119,0.210620018653572
1762,306,5,17,0.00203799086867274,0.647477392293513
1763,216,1,9,0.00188508927201153,0.493357169441879
1764,1447,3,13,0.0293405171835797,0.887381564825773
1765,1503,2,24,0.00398453683103893,0.824394566006958
1766,904,5,25,0.00181310377072119,0.908304124698043
1767,205,1,5,0.00103604361570149,0.413656571321189
1768,333,2,7,0.00521272359800545,0.716642904095352
1769,765,2,21,0.00984710761843103,0.333689858578145
1770,371,5,5,0.0736601055998841,0.295978012867272
1771,4989,5,6,0.0633182208650863,0.557160106115043
1772,1914,4,17,0.0268101485466121,0.247353955730796
1773,230,5,11,0.00131222603456068,0.833262331783772
1774,3363,1,24,0.0555426570275578,0.618520755134523
1775,446,2,2,0.0780518049385632,0.892614374123514
1776,3641,5,21,0.00261396712555521,0.674420358985663
1777,492,5,8,0.00801238667503367,0.59057000130415
1778,1940,3,15,0.0235463649455357,0.569305651821196
1779,3009,1,19,0.00217207539601223,0.892288077250123
1780,2821,2,16,0.0640528691936549,0.820940120890737
1781,135,5,4,0.00990910575397779,0.596303040906787
1782,119,1,2,0.00286648597349768,0.933220911212266
1783,1528,2,17,0.0033518504866786,0.592943127825856
1784,297,5,21,0.00314992226461169,0.45588025059551
1785,943,3,21,0.00138984455485316,0.623824592866004
1786,1366,5,17,0.0219760022473039,0.793341427482665
1787,971,3,22,0.0119647442717815,0.847402351163328
1788,591,4,8,0.00443840247870553,0.880232580937445
1789,3093,4,5,0.0124840140815962,0.528723734989762
1790,1742,5,3,0.0181300248635551,0.56226310338825
1791,5791,4,8,0.0208312278943044,0.231879534944892
1792,6801,4,18,0.00217302976600566,0.562109404802322
1793,141,1,3,0.0011084921320423,0.809973018988967
1794,1330,4,9,0.0552630995054798,0.584488968551159
1795,2366,5,17,0.0130490971860321,0.211513418704271
1796,348,2,13,0.092761443886251,0.824097595736385
1797,5843,4,17,0.0199714453089042,0.692763956449926
1798,9850,4,8,0.021119288842142,0.269396386481822
1799,1144,3,3,0.0495774934592907,0.807891995273531
1800,155,1,22,0.0262751790119152,0.851032793149352
1801,9823,3,2,0.00686991473754781,0.410827346332371
1802,3323,2,12,0.00111379072349215,0.32849612403661
1803,2616,3,15,0.00720203120718091,0.870609141327441
1804,1329,1,10,0.00636364058474915,0.612841748073697
1805,4288,5,7,0.00183222781579335,0.734179856255651
1806,1626,4,6,0.00711730577135118,0.754305809736252
1807,2254,5,25,0.00232478177009639,0.358097615651786
1808,1017,4,6,0.0316373392295407,0.731095205247402
1809,1256,2,17,0.00134251243771436,0.59890631698072
1810,120,5,24,0.067864292555404,0.64223118070513
1811,410,4,13,0.0601606436673648,0.27852599285543
1812,277,5,8,0.0888415083783684,0.481740491464734
1813,2146,2,21,0.0331950153172177,0.393128949962556
1814,141,3,14,0.00240451310855688,0.405772895738483
1815,1251,1,9,0.0635042662854804,0.516982994787395
1816,1620,5,9,0.044094475599911,0.892038818076253
1817,4744,5,7,0.0180250955611776,0.384911921806633
1818,946,2,19,0.0137901347385178,0.282897316850722
1819,2727,4,20,0.0113047605681334,0.844434385560453
1820,2734,4,13,0.00274293608459955,0.415101439133287
1821,2376,2,20,0.0306434953157222,0.317706396244466
1822,3163,2,11,0.0385243167308352,0.717181798815727
1823,2998,4,15,0.00936853308353386,0.330592434853315
1824,509,2,19,0.00322321898290708,0.202571670152247
1825,1316,1,9,0.035087011571034,0.399508908577263
1826,7581,4,7,0.014407519666453,0.338323794677854
1827,433,4,20,0.00125444172424567,0.529050424322486
1828,718,3,13,0.033270405451628,0.72945823147893
1829,344,3,12,0.0653719233067113,0.508891876600683
1830,6623,1,23,0.0448814237800423,0.779994120076299
1831,6552,2,12,0.00756925848068696,0.532547749020159
1832,5808,1,6,0.00308315479627658,0.938410046324134
1833,5255,2,4,0.00234385578849304,0.651266471669078
1834,7144,5,23,0.00168021092420093,0.463456844165921
1835,1170,3,23,0.00140573092645676,0.482295383885503
1836,1901,2,15,0.0547264092887423,0.598585060052574
1837,4013,1,23,0.0185875590818299,0.769845856539905
1838,1568,5,8,0.00873681802061483,0.545547099784017
1839,1568,5,9,0.00297098642995777,0.79386541955173
1840,147,5,7,0.0313295687364355,0.524490636028349
1841,3339,4,24,0.048042868185491,0.9593625145033
1842,6785,3,25,0.0168536236683124,0.845536022074521
1843,4947,1,4,0.00419678419257065,0.839485543780029
1844,6293,4,21,0.00172092412752698,0.380572884343565
1845,3983,2,4,0.0639600940872413,0.535110489837825
1846,139,4,3,0.0764218828333828,0.687072284147143
1847,130,1,18,0.00395090843261729,0.674495793692768
1848,534,3,16,0.0432308439001579,0.829379418678582
1849,5671,5,7,0.012942960161749,0.706436580978334
1850,1727,4,11,0.0433581145146954,0.483716937340796
1851,984,5,4,0.00334604870340586,0.4356389939785
1852,3255,3,14,0.00336945735001135,0.959075520001352
1853,3104,2,12,0.00256476875375594,0.97114209253341
1854,143,2,6,0.0500961347539174,0.679182706773281
1855,325,1,25,0.0358583168710632,0.517638821527362
1856,583,4,25,0.00100737404216766,0.233345435746014
1857,1554,3,8,0.00276872972641272,0.400152866542339
1858,150,1,12,0.00271290624533382,0.669910296238959
1859,1603,4,10,0.00458442596996177,0.702670226804912
1860,2647,3,15,0.0471897267422637,0.250680258311331
1861,1381,3,12,0.0877899702012839,0.270002997294068
1862,9208,1,3,0.001827490965304,0.699246327765286
1863,384,1,15,0.00141702612653976,0.255985053442419
1864,6930,2,9,0.0582148907811258,0.299199852906168
1865,1590,1,2,0.0482025445702755,0.909044293873012
1866,873,2,8,0.00364520333873137,0.878591002523899
1867,345,3,10,0.0135809401837112,0.764893336966634
1868,4466,4,8,0.00194288242613504,0.402787942998111
1869,6130,4,25,0.0219153544264555,0.970194084197283
1870,1562,3,11,0.00437553120680198,0.378181222267449
1871,5635,4,5,0.0138531735725377,0.660965093784034
1872,3303,3,15,0.0245030324103003,0.512541338242591
1873,241,1,18,0.00104777220581185,0.892108832113445
1874,2257,5,10,0.0460895637621867,0.239949123561382
1875,7264,2,4,0.0104236300419814,0.674726908840239
1876,2494,5,20,0.00237733728813883,0.668610925786197
1877,988,2,4,0.00192445979273516,0.582570030167699
1878,131,2,22,0.0430401447230494,0.305421108007431
1879,524,1,20,0.00695779209190067,0.862519691325724
1880,327,4,10,0.00183491752424138,0.947897116281092
1881,1397,4,18,0.0015037192164176,0.481337691098452
1882,432,4,18,0.00455454767151015,0.719356061890721
1883,1286,3,8,0.00264867924975684,0.203855258785188
1884,408,3,13,0.0245778751603773,0.324706997908652
1885,548,4,19,0.00120864194825755,0.640106968954206
1886,434,2,10,0.00358192756020691,0.810506491735578
1887,353,5,21,0.00368799784022752,0.424730458296835
1888,1021,5,8,0.029676285961777,0.773616529069841
1889,7790,2,25,0.00129596960489936,0.809926187992096
1890,9773,4,22,0.0253574220384275,0.984903372824192
1891,2947,3,14,0.0570030091355607,0.762610308453441
1892,615,1,5,0.0154290150744675,0.725628493539989
1893,368,1,3,0.00833839532517467,0.29039504211396
1894,863,4,10,0.00343927680497914,0.827263989672065
1895,5023,2,6,0.00524206061317052,0.541323605924845
1896,1576,2,11,0.00736882162990743,0.572492714785039
1897,497,5,17,0.00649685998767971,0.928085437789559
1898,2046,2,4,0.0160863053341293,0.506066748872399
1899,125,4,23,0.0122581893218836,0.906512497551739
1900,9129,2,7,0.00125512672124326,0.868373517878354
1901,472,2,20,0.00895827597736412,0.452180555835366
1902,387,1,11,0.00230108413384589,0.327724821120501
1903,4108,2,24,0.0294631496354502,0.405621589533985
1904,190,5,22,0.0628351921147606,0.55478868111968
1905,2674,3,8,0.0234384482620129,0.252654142677784
1906,329,4,5,0.0315067821617318,0.399830515868962
1907,9600,5,16,0.00115848557592528,0.31232374291867
1908,421,2,9,0.0316127382449881,0.492628690972924
1909,113,4,5,0.00142360453436529,0.855153166130185
1910,3447,5,13,0.00125068841669858,0.698397345840931
1911,485,2,10,0.00481576657064227,0.680860101617873
1912,1030,1,13,0.00149389159172285,0.799720794148743
1913,111,1,6,0.00393080662742874,0.996844757534564
1914,249,5,25,0.0499306032763689,0.308512176759541
1915,1052,4,18,0.00171820569198393,0.484309331141412
1916,8557,2,16,0.0718557470886409,0.238792005181313
1917,311,2,14,0.0564378626349504,0.248098969645798
1918,579,4,22,0.0948771873371728,0.383712272532284
1919,4467,4,22,0.00102902405453189,0.855773740634322
1920,8000,4,8,0.00126353113758494,0.584138762950897
1921,395,1,7,0.0721262549697942,0.858463920466602
1922,252,5,5,0.00139450874979097,0.582903157360852
1923,1218,1,14,0.0128806010984619,0.657754714228213
1924,260,5,25,0.0806513168954715,0.67495656684041
1925,269,1,22,0.00259323923382717,0.762760954909027
1926,177,5,8,0.00646674960650175,0.458775686845183
1927,4935,3,16,0.00136282125521605,0.352277184464037
1928,5691,3,2,0.0418540324291643,0.257628692872822
1929,364,2,9,0.0520774611732168,0.794143839552998
1930,389,5,10,0.0171230567183541,0.565259170345962
1931,525,3,17,0.0229451787297577,0.885145031474531
1932,1135,3,6,0.0078076217260378,0.314566386863589
1933,505,2,9,0.00358882324875793,0.900639327056706
1934,3979,1,21,0.0168594242778195,0.759629696980119
1935,6229,2,22,0.00373923884779805,0.934295609220863
1936,2322,4,14,0.00602652721440978,0.423629108630121
1937,1394,3,11,0.0120151159652949,0.431412992998958
1938,2054,4,7,0.00536409253406626,0.587771795131266
1939,981,5,25,0.0399501390059298,0.749345533549786
1940,1028,2,20,0.00102525088374886,0.320339250192046
1941,1387,2,12,0.019616079762612,0.44161772467196
1942,2238,3,22,0.0160868933682793,0.284014375880361
1943,440,4,22,0.00135556380691691,0.637917664647102
1944,139,5,4,0.0428206485205008,0.291235661692917
1945,2084,4,22,0.0483411053856787,0.605772305652499
1946,882,5,4,0.00255728751619901,0.219319678097963
1947,207,3,13,0.0373860800088868,0.956367596238852
1948,644,3,17,0.0292651762508175,0.706391438655555
1949,413,4,12,0.00294435664626665,0.773769063875079
1950,845,5,19,0.014634375891324,0.305003355443478
1951,694,5,16,0.0490068126411549,0.838646015711129
1952,2377,1,10,0.0354919075747702,0.711947978846729
1953,1062,1,20,0.00197760687394404,0.220169617421925
1954,3436,1,17,0.00623111725849063,0.248753974959254
1955,560,1,11,0.00475005096468753,0.984848788008094
1956,1142,4,17,0.00169177343827119,0.917156020365655
1957,3133,3,9,0.0160515228379904,0.934537547826767
1958,5227,3,25,0.0119480786467827,0.856331262737513
1959,415,4,10,0.0316136170099647,0.232281882502139
1960,168,2,16,0.00256924442395295,0.754334778152406
1961,7318,5,8,0.0653699723563127,0.853153754398227
1962,2383,1,14,0.00300070284321153,0.823745546676218
1963,745,3,18,0.0311228017818079,0.701094208471477
1964,310,1,12,0.01682778691153,0.946831044740975
1965,2215,4,22,0.0343020277892603,0.328552988171577
1966,696,3,17,0.0113718595882457,0.620105110667646
1967,571,2,14,0.0344725080624002,0.490504117682576
1968,2565,5,20,0.00408080629446924,0.751642827689648
1969,1449,4,14,0.0961249794567394,0.820032940991223
1970,556,2,13,0.00690138796290829,0.463101600296795
1971,4115,4,3,0.041104980170022,0.93958228584379
1972,1318,1,20,0.00323405673290415,0.656544613651931
1973,109,1,19,0.0040031088085777,0.351301891542971
1974,613,5,15,0.0154026501708401,0.527705247141421
1975,232,3,8,0.00903066079107635,0.397082742489874
1976,285,2,18,0.0633522953363122,0.751162874139846
1977,9393,2,7,0.0385083942555148,0.503217446058989
1978,6561,5,25,0.0679582625853334,0.621965950727463
1979,1766,4,23,0.0149791494772103,0.216787153109908
1980,2253,2,7,0.0557073508585655,0.817357961088419
1981,2433,4,2,0.00230931789245019,0.218729790858924
1982,325,5,21,0.006654412209726,0.79130470212549
1983,1067,5,24,0.00804411194689157,0.933977717161179
1984,4469,3,13,0.00646768985080034,0.706677916646004
1985,2363,1,7,0.0017889686247191,0.476902342773974
1986,273,1,11,0.0207520368289085,0.489490541629493
1987,212,4,15,0.00398724319570984,0.963869044370949
1988,336,2,2,0.0477896018786455,0.380831080302596
1989,178,1,9,0.0242858989740375,0.207277163304389
1990,5131,1,15,0.00501907179916893,0.45794590767473
1991,1215,5,22,0.0197156610552739,0.881834965758026
1992,9968,2,23,0.0955554307753249,0.253965562395752
1993,1061,3,22,0.00825168736301954,0.769253539480269
1994,3334,4,21,0.0238537031785513,0.20729712639004
1995,486,4,20,0.00200080600949971,0.32028089556843
1996,4397,4,4,0.00191280355653134,0.650205925293267
1997,2551,2,2,0.073928948607306,0.534367760270834
1998,7831,3,25,0.00557408995616622,0.428172108717263
1999,113,5,22,0.00184916882572656,0.718859432637692
2000,5621,4,18,0.00118467845070838,0.593878412805498
2001,593,5,16,0.00493464289417076,0.519691392406821
